,attackTypeList,successfulAttackList,hostagesList,ransomList,propertyDamageList,suicideAttackList,partOfMultipleIncidentList,typeOfWeaponList,subTypeOfWeaponList
39496,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39497,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39498,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39499,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39500,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39501,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39502,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39503,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39504,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Land Mine
39505,Hostage Taking (Kidnapping),Yes,Yes,Yes,No,No,No,Firearms,Unknown Gun Type
39506,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39507,Armed Assault,Yes,No,No,Yes,No,No,Incendiary,Unknown
39508,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39509,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39510,Assassination,No,No,No,No,No,No,Firearms,Unknown Gun Type
39511,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39512,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39513,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39514,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Firearms,Unknown Gun Type
39515,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39516,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39517,Assassination,No,No,No,No,No,No,Firearms,Unknown Gun Type
39518,Hostage Taking (Kidnapping),Yes,No,No,No,No,No,Firearms,Automatic Weapon
39519,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
39520,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39521,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
39522,Assassination,Yes,No,No,No,No,No,Melee,Knife or Other Sharp Object
39523,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39524,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39525,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39526,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39527,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
39528,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
39529,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39530,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
39531,Armed Assault,No,No,No,Yes,No,No,Incendiary,Unknown
39532,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
39533,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
39534,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
39535,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
39536,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
39537,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
39538,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
39539,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
39540,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
39541,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
39542,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
39543,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39544,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
39545,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39546,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39547,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
39548,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39549,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39550,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39551,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Land Mine
39552,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39553,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
39554,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Pipe Bomb
39555,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39556,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39557,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39558,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39559,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39560,Hostage Taking (Kidnapping),Yes,Yes,Yes,No,No,No,Unknown,Unknown
39561,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
39562,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39563,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
39564,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
39565,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
39566,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39567,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39568,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39569,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39570,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39571,Assassination,Yes,No,No,No,No,No,Melee,Knife or Other Sharp Object
39572,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
39573,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39574,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39575,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39576,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39577,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
39578,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
39579,Assassination,Yes,No,No,No,No,No,Melee,Knife or Other Sharp Object
39580,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39581,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39582,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39583,Assassination,No,No,No,No,No,No,Firearms,Handgun
39584,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39585,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
39586,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39587,Armed Assault,Yes,No,No,Yes,No,No,Incendiary,Unknown
39588,Unknown,No,No,No,Yes,No,No,Unknown,Unknown
39589,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
39590,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39591,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
39592,Armed Assault,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
39593,Armed Assault,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
39594,Armed Assault,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
39595,Armed Assault,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
39596,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
39597,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
39598,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
39599,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
39600,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39601,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39602,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39603,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39604,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39605,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
39606,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39607,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39608,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39609,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
39610,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
39611,Assassination,Yes,No,No,No,No,No,Melee,Knife or Other Sharp Object
39612,Assassination,No,No,No,No,No,No,Melee,Knife or Other Sharp Object
39613,Assassination,No,No,No,No,No,No,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Unknown
39614,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39615,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39616,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39617,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
39618,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
39619,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39620,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39621,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39622,Assassination,No,No,No,No,No,No,Firearms,Unknown Gun Type
39623,Assassination,Yes,No,No,No,No,No,Unknown,Unknown
39624,Assassination,Yes,No,No,No,No,No,Unknown,Unknown
39625,Assassination,Yes,No,No,No,No,No,Unknown,Unknown
39626,Assassination,Yes,No,No,No,No,No,Unknown,Unknown
39627,Unarmed Assault,Yes,No,No,No,No,No,Melee,"Hands, Feet, Fists"
39628,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39629,Armed Assault,Yes,No,No,No,No,No,Melee,Knife or Other Sharp Object
39630,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39631,Assassination,No,No,No,No,No,No,Firearms,Unknown Gun Type
39632,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39633,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39634,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39635,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39636,Hostage Taking (Kidnapping),Yes,Yes,Yes,No,No,No,Firearms,Unknown Gun Type
39637,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39638,Armed Assault,Yes,No,No,Yes,No,No,Melee,Knife or Other Sharp Object
39639,Bombing/Explosion,Yes,No,No,Yes,Yes,No,Explosives,Vehicle
39640,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39641,Assassination,Yes,No,No,No,No,No,Melee,Knife or Other Sharp Object
39642,Armed Assault,Yes,No,No,Yes,No,No,Melee,Knife or Other Sharp Object
39643,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
39644,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39645,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
39646,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39647,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39648,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39649,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39650,Hostage Taking (Barricade Incident),Yes,Yes,No,Yes,No,No,Unknown,Unknown
39651,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39652,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39653,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39654,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
39655,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39656,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39657,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
39658,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
39659,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
39660,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39661,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
39662,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
39663,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39664,Unknown,Yes,No,No,No,No,No,Unknown,Unknown
39665,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39666,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
39667,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39668,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39669,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39670,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
39671,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39672,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
39673,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Grenade
39674,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39675,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
39676,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Grenade
39677,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39678,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
39679,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39680,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39681,Armed Assault,Yes,No,No,Yes,No,No,Melee,Knife or Other Sharp Object
39682,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39683,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
39684,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39685,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
39686,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39687,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39688,Hostage Taking (Barricade Incident),Yes,Yes,No,No,No,No,Unknown,Unknown
39689,Assassination,Yes,No,No,No,No,No,Unknown,Unknown
39690,Assassination,Yes,No,No,No,No,No,Unknown,Unknown
39691,Assassination,Yes,No,No,No,No,No,Unknown,Unknown
39692,Assassination,Yes,No,No,No,No,No,Unknown,Unknown
39693,Assassination,Yes,No,No,No,No,No,Unknown,Unknown
39694,Assassination,Yes,No,No,No,No,No,Unknown,Unknown
39695,Armed Assault,Yes,No,No,Yes,No,No,Incendiary,Unknown
39696,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39697,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39698,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39699,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39700,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
39701,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Grenade
39702,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
39703,Assassination,Yes,No,No,No,No,No,Unknown,Unknown
39704,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
39705,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39706,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39707,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39708,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39709,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39710,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39711,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39712,Armed Assault,Yes,No,No,Yes,No,No,Incendiary,Unknown
39713,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39714,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39715,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39716,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39717,Armed Assault,Yes,No,No,Yes,No,No,Incendiary,Unknown
39718,Armed Assault,Yes,No,No,Yes,No,No,Incendiary,Unknown
39719,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39720,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39721,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39722,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39723,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
39724,Hijacking,No,No,No,No,No,No,Unknown,Unknown
39725,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39726,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39727,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39728,Facility/Infrastructure Attack,No,No,No,Yes,No,No,Incendiary,Arson/Fire
39729,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39730,Armed Assault,Yes,No,No,Yes,No,No,Incendiary,Unknown
39731,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39732,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39733,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39734,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39735,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39736,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39737,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39738,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39739,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39740,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
39741,Hijacking,Yes,Yes,No,No,No,No,Unknown,Unknown
39742,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39743,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39744,Hijacking,Yes,Yes,Yes,No,No,No,Unknown,Unknown
39745,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
39746,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39747,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39748,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39749,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
39750,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39751,Assassination,No,No,No,No,No,No,Unknown,Unknown
39752,Assassination,No,No,No,No,No,No,Unknown,Unknown
39753,Assassination,Yes,No,No,No,No,No,Unknown,Unknown
39754,Assassination,Yes,No,No,No,No,No,Unknown,Unknown
39755,Assassination,Yes,No,No,No,No,No,Unknown,Unknown
39756,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39757,Hostage Taking (Kidnapping),Yes,Yes,Yes,No,No,No,Unknown,Unknown
39758,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
39759,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
39760,Assassination,No,No,No,No,No,No,Firearms,Unknown Gun Type
39761,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39762,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39763,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39764,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39765,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39766,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39767,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Land Mine
39768,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39769,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
39770,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39771,Bombing/Explosion,No,No,No,No,No,No,Explosives,Letter Bomb
39772,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39773,Unknown,Yes,No,No,Yes,No,Yes,Unknown,Unknown
39774,Unknown,Yes,No,No,Yes,No,Yes,Unknown,Unknown
39775,Unknown,Yes,No,No,Yes,No,Yes,Unknown,Unknown
39776,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
39777,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39778,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39779,Unarmed Assault,Yes,No,No,No,No,No,Melee,Blunt Object
39780,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39781,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
39782,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39783,Assassination,No,No,No,No,No,No,Firearms,Unknown Gun Type
39784,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39785,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
39786,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39787,Armed Assault,Yes,Yes,No,Yes,No,No,Unknown,Unknown
39788,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39789,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39790,Armed Assault,Yes,No,No,No,No,No,Melee,Knife or Other Sharp Object
39791,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
39792,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39793,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39794,Hostage Taking (Barricade Incident),Yes,Yes,No,Yes,No,No,Unknown,Unknown
39795,Armed Assault,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
39796,Armed Assault,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
39797,Armed Assault,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
39798,Assassination,No,No,No,No,No,No,Firearms,Unknown Gun Type
39799,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39800,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39801,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39802,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39803,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
39804,Assassination,No,No,No,No,No,No,Firearms,Unknown Gun Type
39805,Bombing/Explosion,No,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
39806,Bombing/Explosion,No,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
39807,Bombing/Explosion,No,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
