,attackTypeList,successfulAttackList,hostagesList,ransomList,propertyDamageList,suicideAttackList,partOfMultipleIncidentList,typeOfWeaponList,subTypeOfWeaponList
33969,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33970,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33971,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33972,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33973,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33974,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Handgun
33975,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33976,Armed Assault,Yes,Yes,No,Yes,No,No,Firearms,Automatic Weapon
33977,Armed Assault,Yes,Yes,No,Yes,No,No,Firearms,Automatic Weapon
33978,Hostage Taking (Kidnapping),Yes,No,No,No,No,No,Unknown,Unknown
33979,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33980,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33981,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33982,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33983,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33984,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
33985,Bombing/Explosion,No,No,No,No,No,No,Explosives,Unknown Explosive Type
33986,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Land Mine
33987,Armed Assault,Yes,Yes,No,Yes,No,No,Firearms,Automatic Weapon
33988,Armed Assault,Yes,Yes,No,Yes,No,No,Firearms,Automatic Weapon
33989,Unknown,Yes,Yes,No,Yes,No,No,Unknown,Unknown
33990,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
33991,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33992,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33993,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33994,Armed Assault,No,No,No,Yes,No,No,Firearms,Automatic Weapon
33995,Bombing/Explosion,No,No,No,No,No,No,Explosives,Unknown Explosive Type
33996,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33997,Armed Assault,Yes,Yes,No,Yes,No,No,Unknown,Unknown
33998,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Grenade
33999,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
34000,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
34001,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34002,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Grenade
34003,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34004,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34005,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34006,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
34007,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
34008,Bombing/Explosion,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
34009,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Grenade
34010,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34011,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
34012,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
34013,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
34014,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
34015,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
34016,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
34017,Hostage Taking (Kidnapping),No,Yes,No,No,No,No,Unknown,Unknown
34018,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
34019,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
34020,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
34021,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
34022,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
34023,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34024,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34025,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
34026,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34027,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34028,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34029,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34030,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34031,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
34032,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
34033,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34034,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
34035,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34036,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34037,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34038,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34039,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
34040,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
34041,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
34042,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
34043,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
34044,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
34045,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
34046,Hijacking,Yes,Yes,No,Yes,No,No,Unknown,Unknown
34047,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
34048,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
34049,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
34050,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
34051,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
34052,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
34053,Bombing/Explosion,No,No,No,No,No,No,Explosives,Unknown Explosive Type
34054,Bombing/Explosion,Yes,No,No,Yes,No,No,Unknown,Unknown
34055,Bombing/Explosion,Yes,No,No,Yes,No,No,Unknown,Unknown
34056,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34057,Unknown,No,No,No,No,No,No,Unknown,Unknown
34058,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
34059,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
34060,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
34061,Assassination,Yes,No,No,No,No,No,Explosives,Grenade
34062,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
34063,Assassination,Yes,No,No,No,No,No,Unknown,Unknown
34064,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34065,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34066,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34067,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34068,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
34069,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
34070,Hostage Taking (Barricade Incident),Yes,Yes,No,Yes,No,No,Unknown,Unknown
34071,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
34072,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
34073,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34074,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34075,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34076,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34077,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34078,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34079,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34080,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34081,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34082,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34083,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34084,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
34085,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
34086,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
34087,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
34088,Hijacking,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
34089,Assassination,No,No,No,No,No,No,Explosives,Unknown Explosive Type
34090,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
34091,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34092,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34093,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34094,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Arson/Fire
34095,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34096,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
34097,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
34098,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34099,Armed Assault,Yes,No,No,Yes,No,No,Unknown,Unknown
34100,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
34101,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
34102,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
34103,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
34104,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
34105,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34106,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Handgun
34107,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
34108,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Handgun
34109,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
34110,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
34111,Assassination,Yes,No,No,No,No,No,Melee,Rope or Other Strangling Device
34112,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34113,Bombing/Explosion,Yes,No,No,Yes,No,No,Unknown,Unknown
34114,Armed Assault,Yes,No,No,Yes,No,No,Incendiary,Unknown
34115,Armed Assault,Yes,No,No,Yes,No,No,Incendiary,Unknown
34116,Armed Assault,Yes,No,No,Yes,No,No,Incendiary,Unknown
34117,Armed Assault,Yes,No,No,Yes,No,No,Incendiary,Unknown
34118,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
34119,Facility/Infrastructure Attack,No,No,No,No,No,No,Incendiary,Unknown
34120,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34121,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34122,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34123,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34124,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34125,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34126,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
34127,Hostage Taking (Kidnapping),Yes,Yes,Yes,No,No,No,Unknown,Unknown
34128,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34129,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34130,Hostage Taking (Barricade Incident),Yes,Yes,No,Yes,No,No,Firearms,Automatic Weapon
34131,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
34132,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
34133,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34134,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
34135,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
34136,Assassination,Yes,No,No,No,No,No,Unknown,Unknown
34137,Facility/Infrastructure Attack,No,No,No,Yes,No,No,Incendiary,Unknown
34138,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34139,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34140,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
34141,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
34142,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
34143,Hostage Taking (Barricade Incident),Yes,Yes,No,Yes,No,No,Firearms,Automatic Weapon
34144,Facility/Infrastructure Attack,Yes,Yes,No,Yes,No,No,Unknown,Unknown
34145,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
34146,Armed Assault,Yes,Yes,No,Yes,No,No,Unknown,Unknown
34147,Assassination,No,No,No,No,No,No,Explosives,Vehicle
34148,Facility/Infrastructure Attack,Yes,No,No,No,No,No,Incendiary,Unknown
34149,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34150,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Remote Trigger
34151,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
34152,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
34153,Assassination,Yes,No,No,No,No,No,Unknown,Unknown
34154,Assassination,No,No,No,No,No,No,Firearms,Unknown Gun Type
34155,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
34156,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Arson/Fire
34157,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
34158,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
34159,Hostage Taking (Barricade Incident),Yes,Yes,No,Yes,No,No,Unknown,Unknown
34160,Hostage Taking (Barricade Incident),Yes,No,No,Yes,No,No,Unknown,Unknown
34161,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34162,Armed Assault,Yes,No,No,Yes,No,No,Unknown,Unknown
34163,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
34164,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
34165,Assassination,Yes,No,No,No,No,No,Explosives,Unknown Explosive Type
34166,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
34167,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
34168,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
34169,Assassination,Yes,No,No,No,No,No,Melee,Knife or Other Sharp Object
34170,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
34171,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34172,Unknown,Yes,No,No,No,No,No,Unknown,Unknown
34173,Bombing/Explosion,No,No,No,No,No,No,Explosives,Unknown Explosive Type
34174,Bombing/Explosion,No,No,No,No,No,No,Explosives,Unknown Explosive Type
34175,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34176,Armed Assault,Yes,Yes,No,Yes,No,No,Unknown,Unknown
34177,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
34178,Bombing/Explosion,No,No,No,No,No,No,Explosives,Unknown Explosive Type
34179,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
34180,Hostage Taking (Barricade Incident),Yes,No,No,Yes,No,No,Unknown,Unknown
34181,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
34182,Bombing/Explosion,No,No,No,No,No,No,Explosives,Unknown Explosive Type
34183,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
34184,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
34185,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
34186,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34187,Bombing/Explosion,No,No,No,No,No,No,Unknown,Unknown
34188,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34189,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
34190,Unknown,No,No,No,Yes,No,No,Unknown,Unknown
34191,Facility/Infrastructure Attack,Yes,No,No,No,No,No,Incendiary,Molotov Cocktail/Petrol Bomb
34192,Hostage Taking (Barricade Incident),Yes,Yes,Yes,No,No,No,Explosives,Dynamite/TNT
34193,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
34194,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
34195,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
34196,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34197,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34198,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
34199,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Unknown,Unknown
34200,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
34201,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
34202,Bombing/Explosion,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
34203,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Unknown,Unknown
34204,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
34205,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
34206,Bombing/Explosion,Yes,Yes,No,Yes,No,No,Explosives,Dynamite/TNT
34207,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
34208,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
34209,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
34210,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
34211,Facility/Infrastructure Attack,No,No,No,No,No,No,Incendiary,Unknown
34212,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34213,Hostage Taking (Barricade Incident),Yes,Yes,No,Yes,No,No,Unknown,Unknown
34214,Armed Assault,Yes,Yes,No,Yes,No,No,Unknown,Unknown
34215,Armed Assault,Yes,Yes,No,Yes,No,No,Unknown,Unknown
34216,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
34217,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
34218,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
34219,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34220,Armed Assault,No,No,No,No,No,No,Firearms,Handgun
34221,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Pipe Bomb
34222,Hostage Taking (Kidnapping),Yes,No,No,No,No,No,Firearms,Unknown Gun Type
34223,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
34224,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34225,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34226,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34227,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34228,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34229,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34230,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34231,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34232,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34233,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34234,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34235,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34236,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
34237,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
34238,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
34239,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34240,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34241,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34242,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Unknown,Unknown
34243,Armed Assault,Yes,No,No,Yes,No,No,Melee,Unknown Weapon Type
34244,Armed Assault,Yes,No,No,Yes,No,No,Melee,Unknown Weapon Type
34245,Bombing/Explosion,No,No,No,No,No,No,Explosives,Unknown Explosive Type
34246,Bombing/Explosion,No,No,No,No,No,No,Explosives,Unknown Explosive Type
34247,Hostage Taking (Barricade Incident),Yes,Yes,No,Yes,No,No,Incendiary,Arson/Fire
34248,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
34249,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
34250,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34251,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
34252,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34253,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
34254,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
34255,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34256,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34257,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34258,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34259,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
34260,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34261,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
34262,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34263,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34264,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
34265,Assassination,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
34266,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
